1,0,1,258.458,220.091,26.7171,84.7278,0.949668,1
1,1,2,506.765,160.316,22.7597,67.3914,0.923645,1
1,2,3,632.973,237.768,49.6671,86.5739,0.888739,1
1,3,4,731.747,48.2729,36.2527,43.6969,0.79093,3
1,4,5,643.348,38.8491,81.7847,61.4448,0.677272,3
1,5,6,629.122,311.938,58.0704,13.4398,0.468296,35
1,6,7,643.348,38.8491,81.7847,61.4448,0.323824,8
1,7,8,330.169,452.869,18.3487,14.1255,0.31549,37
2,0,1,260.167,218.987,31.981,88.8368,0.948612,1
2,1,2,504.617,166.013,23.3333,66.0916,0.941047,1
2,2,3,628.496,244.43,50.4246,78.8415,0.908565,1
2,3,4,732.017,48.2652,35.983,43.9123,0.802458,3
2,4,5,643.401,38.8637,81.5334,61.93,0.665798,3
2,5,6,628.513,310.958,56.963,13.4393,0.436801,35
2,6,7,643.401,38.8637,81.5334,61.93,0.342705,8
2,7,8,329.85,453.276,17.7751,13.4807,0.336878,37
3,0,2,500.521,168.287,22.6133,63.8153,0.937786,1
3,1,1,264.578,217.971,34.4211,90.1831,0.801228,1
3,2,4,731.504,48.4681,36.4957,43.9088,0.799734,3
3,3,3,626.321,252.006,44.8147,70.0456,0.717202,1
3,4,5,643.386,38.9411,80.8498,61.5791,0.640399,3
3,5,7,643.386,38.9411,80.8498,61.5791,0.344715,8
4,0,2,495.843,166.879,21.9572,66.2007,0.944466,1
4,1,1,279.586,216.296,30.364,86.7648,0.936276,1
4,2,3,613.733,239.945,39.2249,85.0548,0.903255,1
4,3,4,732.756,48.4156,35.2436,43.2176,0.805441,3
4,4,5,643.368,38.5133,81.8595,61.8509,0.646114,3
4,5,9,613.09,314.465,41.3917,13.834,0.560087,35
4,6,8,327.604,451.088,19.5946,17.068,0.382797,37
4,7,7,643.368,38.5133,81.8595,61.8509,0.362257,8
4,8,10,292.916,191.437,18.176,21.306,0.32176,1
5,0,2,494.21,168.261,20.6838,66.4832,0.946668,1
5,1,3,597.215,238.359,56.0008,86.4503,0.91978,1
5,2,1,281.676,215.733,33.8752,83.6956,0.89782,1
5,3,4,731.779,48.5722,36.2213,43.2596,0.769364,3
5,4,5,643.098,38.6383,82.0258,62.4045,0.648553,3
5,5,9,590.9,315.67,69.2144,15.2449,0.495559,35
5,6,8,328.53,452.268,19.2746,14.7904,0.408509,37
5,7,7,643.098,38.6383,82.0258,62.4045,0.37355,8
5,8,11,160.816,251.844,29.0999,23.1737,0.30201,21
6,0,2,490.88,169.45,21.3472,66.799,0.945014,1
6,1,3,589.138,243.062,54.0856,83.2302,0.925918,1
6,2,1,283.202,212.912,39.0505,84.9836,0.903592,1
6,3,4,732.398,48.1007,35.6018,43.6735,0.817281,3
6,4,5,643.382,38.5885,80.2605,61.2493,0.734703,3
6,5,9,590.191,315.851,62.4828,15.079,0.372595,35
6,6,8,327.977,452.255,19.5702,14.9003,0.347852,37
6,7,7,643.382,38.5885,80.2605,61.2493,0.332726,8
7,0,2,488.112,169.443,23.899,69.3049,0.936277,1
7,1,1,288.859,217.572,40.5784,79.6973,0.870134,1
7,2,4,732.35,48.4814,35.6497,43.3422,0.803543,3
7,3,5,643.561,38.7141,80.9276,62.1877,0.686517,3
7,4,3,591.5,238.743,30.8425,82.5525,0.58653,1
7,5,7,643.561,38.7141,80.9276,62.1877,0.365295,8
7,6,8,327.416,450.695,20.323,18.0468,0.32106,37
8,0,2,482.163,169.082,26.5548,71.3751,0.908997,1
8,1,1,293.208,216.419,41.2964,81.5182,0.893445,1
8,2,3,587.13,237.775,26.2489,82.9594,0.82359,1
8,3,4,731.855,48.5099,36.1445,43.8579,0.806718,3
8,4,5,642.959,38.8242,82.3903,61.4802,0.682642,3
8,5,7,642.959,38.8242,82.3903,61.4802,0.346968,8
8,6,12,474.92,173.16,16.4478,33.2971,0.335234,1
8,7,13,160.423,252.088,29.447,23.8838,0.304264,21
8,8,8,328.384,452.17,19.9023,14.6232,0.30299,37
9,0,1,304.208,216.022,30.2392,80.548,0.910575,1
9,1,3,576.06,238.498,29.0531,82.7199,0.887623,1
9,2,4,732.376,48.4491,35.6237,43.418,0.793779,3
9,3,2,478.068,168.929,28.6902,71.886,0.705886,1
9,4,5,643.22,38.7671,81.4586,61.645,0.682747,3
9,5,12,473.984,172.166,19.3657,43.4607,0.620294,1
9,6,14,568.213,312.907,38.1462,13.0159,0.489366,35
9,7,7,643.22,38.7671,81.4586,61.645,0.343452,8
9,8,13,160.417,252.317,29.782,23.8038,0.310333,20
10,0,1,309.189,213.206,26.9126,79.6605,0.876667,1
10,1,3,556.29,236.368,43.0165,87.8008,0.86424,1
10,2,4,732.906,48.4049,35.0945,43.3351,0.805948,3
10,3,12,473.744,171.652,20.9327,50.7744,0.794477,1
10,4,5,642.893,39.1763,81.1989,61.2219,0.667553,3
10,5,14,550.118,312.681,57.1323,14.985,0.503071,35
10,6,2,480.47,170.655,26.3251,64.4913,0.47496,1
10,7,7,642.893,39.1763,81.1989,61.2219,0.340186,8
10,8,13,160.671,251.307,30.7009,25.5486,0.323631,20
10,9,8,328.884,452.73,18.8346,14.2897,0.302169,37
11,0,1,311.577,211.854,39.384,79.5955,0.916933,1
11,1,12,464.784,170.839,28.2994,68.1145,0.819149,1
11,2,4,731.754,48.2732,36.2456,43.6019,0.797525,3
11,3,3,543.731,239.704,35.1445,82.7481,0.791575,1
11,4,5,643.036,38.4385,82.1071,62.2776,0.661784,3
11,5,7,643.036,38.4385,82.1071,62.2776,0.351629,8
11,6,8,329.287,452.276,19.2405,14.5195,0.350034,37
12,0,1,315.474,209.767,40.0318,81.3586,0.90643,1
12,1,12,463.501,168.487,24.8221,70.2298,0.904406,1
12,2,3,539.519,239.311,29.5402,80.6814,0.855488,1
12,3,4,731.482,48.5572,36.5181,43.1099,0.788095,3
12,4,5,643.701,38.5288,81.3096,61.9207,0.663659,3
12,5,15,749.587,302.595,18.4127,98.6846,0.43536,1
12,6,7,643.701,38.5288,81.3096,61.9207,0.353072,8
12,7,8,327.567,451.25,19.4664,17.4135,0.308875,37
13,0,1,325.096,210.498,35.2737,74.1813,0.917571,1
13,1,12,461.446,167.002,23.7931,73.0324,0.916012,1
13,2,3,527.995,237.207,38.5244,83.9806,0.861482,1
13,3,4,731.731,48.6594,36.2694,42.9082,0.805936,3
13,4,5,643.684,38.7137,81.0848,61.9092,0.681318,3
13,5,14,524.641,314.874,49.2475,11.5795,0.549538,35
13,6,16,160.482,251.851,29.9399,23.7885,0.396223,20
13,7,7,643.684,38.7137,81.0848,61.9092,0.331803,8
13,8,8,328.975,452.242,18.7379,13.9374,0.311976,37
13,9,15,742.976,302.387,25.0242,98.4898,0.30839,1
13,10,17,160.482,251.851,29.9399,23.7885,0.308236,21
14,0,1,338.368,206.196,31.541,78.9805,0.805246,1
14,1,4,732.649,48.6216,35.3512,43.536,0.797867,3
14,2,3,511.107,235.917,42.4897,87.2784,0.739694,1
14,3,5,643.436,38.7823,82.2647,61.6702,0.679843,3
14,4,15,725.604,301.707,41.4602,97.2376,0.611347,1
14,5,12,452.349,170.811,21.364,71.0188,0.483954,1
14,6,16,160.072,251.821,30.9416,24.1205,0.390995,20
14,7,7,643.436,38.7823,82.2647,61.6702,0.359203,8
14,8,8,327.822,452.406,20.0207,14.8087,0.328951,37
14,9,17,160.072,251.821,30.9416,24.1205,0.305882,21
15,0,4,732.219,48.5778,35.7805,43.7993,0.787155,3
15,1,3,506.156,235.943,30.0185,78.6025,0.757904,1
15,2,12,444.617,179.226,30.7482,71.8719,0.700927,1
15,3,1,339.13,206.036,32.4152,77.839,0.69031,1
15,4,5,642.857,38.1368,81.7022,62.1746,0.663662,3
15,5,15,720.818,297.686,44.1944,101.966,0.610348,1
15,6,16,158.674,251.476,31.8028,23.8004,0.384563,20
15,7,7,642.857,38.1368,81.7022,62.1746,0.34457,8
15,8,8,328.441,453.43,19.6956,13.8417,0.31353,37
16,0,3,496.562,238.612,28.758,75.0813,0.807387,1
16,1,4,731.813,48.7862,36.1873,42.6557,0.802119,3
16,2,15,718.354,282.543,48.0182,112.197,0.771895,1
16,3,1,342.206,206.929,32.9786,76.4474,0.708402,1
16,4,5,642.588,38.892,83.1023,61.4256,0.638775,3
16,5,12,441.692,174.866,28.0052,61.2316,0.48849,1
16,6,7,642.588,38.892,83.1023,61.4256,0.37768,8
16,7,8,329.556,453.39,18.1403,13.8844,0.354674,37
17,0,3,482.21,237.723,42.4582,78.3762,0.841358,1
17,1,4,731.854,48.6526,36.1464,42.957,0.789707,3
17,2,5,643.031,39.0607,82.3187,60.8122,0.692218,3
17,3,1,338.535,200.053,38.1031,80.2029,0.634766,1
17,4,15,718.095,280.882,44.6064,105.923,0.595285,1
17,5,18,436.62,178.072,19.1876,39.5759,0.373837,1
17,6,8,326.746,451.681,20.9014,17.2643,0.359283,37
17,7,12,440.951,176.296,25.2639,57.5501,0.327724,1
17,8,7,643.031,39.0607,82.3187,60.8122,0.320516,8
17,9,16,159.052,251.857,32.2009,23.925,0.310572,21
17,10,19,484.639,314.071,34.3903,8.38757,0.307421,35
18,0,4,731.89,48.6099,36.1102,43.5672,0.803943,3
18,1,15,708.024,281.453,37.3564,102.976,0.709121,1
18,2,5,642.914,38.7463,82.3721,62.2382,0.685572,3
